AB型血	AB型血 🆎️
血液型号	血液型号 🅰️ 🅱️ 🅾️ 🆎
血型	血型 🅰️ 🅱️ 🅾️ 🆎
清理	清理 🆑
求救	求救 🆘
救命	救命 🆘
错	错 ❌
拒绝	拒绝 ❌
错误	错误 ❌ 🙅 ✖️
八边形	八边形 🛑
禁止	禁止 ❌ ⛔️ 🚫
不得入内	不得入内 🚫
姓名牌	姓名牌 📛
百分百	百分百 💯
百点	百点 💯
勿仍垃圾	勿仍垃圾 🚯
请勿乱扔	请勿乱扔 🚯
禁丢垃圾	禁丢垃圾 🚯
禁止骑车	禁止骑车 🚳
十八	十八 🔞
未成年禁止	未成年禁止 🔞
禁止手机	禁止手机 📵
禁止吸烟	禁止吸烟 🚭
感叹号	感叹号 ❗️ ❕ ‼️
惊叹号	惊叹号 ❗️ ❕ ‼️
问号	问号 ❓ ❔ ⁉️
惊问	惊问 ⁉️
惊讶怀疑	惊讶怀疑 ⁉️
低亮度	低亮度 🔅
高亮度	高亮度 🔆
开始记号	开始记号 〽️
歌记号	歌记号 〽️
歌谣开始记号	歌谣开始记号 〽️
中日韩标点	中日韩标点 〽️
唱歌符号	唱歌符号 〽️
警告	警告 ⚠️
注	注 ⚠️
注意	注意 ⚠️
警示	警示 ⚠️
注意儿童	注意儿童 🚸
三叉戟	三叉戟 🔱
鸢尾	鸢尾 ⚜️
初学者	初学者 🔰
循环	循环 ♻️ 🔄 🔁 🔃
勾	勾 ✅
允许	允许 ✅
完成	完成 ✅
确定	确定 ✅
外汇	外汇 🔣 💹
股市	股市 💹
条幅星	条幅星 ❇️
米字符号	米字符号 ❇️
不允许	不允许 ❎
未完成	未完成 ❎
子午线	子午线 🌐
睡了	睡了 💤
酣睡	酣睡 💤
沉睡	沉睡 💤
熟睡	熟睡 💤
困了	困了 💤
空	空 🈳
服务	服务 🈂️
检查	检查 🛂
行李领取	行李领取 🛄
行李寄存	行李寄存 🛅
寄存	寄存 🛅
男士	男士 🚹
女士	女士 🚺
跨性别	跨性别 ⚧
卫生间	卫生间 🚻
洗手间	洗手间 🚻
化妆间	化妆间 🚻
电影院	电影院 🎦
看电影	看电影 🎦
影院	影院 🎦
放映室	放映室 🎦
收讯	收讯 📶
这里	这里 🈁
汇率	汇率 🔣
信息源	信息源 ℹ️
字母	字母 🔤 🔡 🔠
英文大写	英文大写 🔠
英文小写	英文小写 🔡
up	up 🆙
顶	顶 🆙
cool	cool 🆒
酷	酷 🆒
清凉	清凉 🆒
新	新 🆕
免费	免费 🆓
自由	自由 🆓
一	一 ① ➊ 1️⃣
二	二 ② ➋ 2️⃣
三	三 ③ ➌ 3️⃣
四	四 ④ ➍ 4️⃣
五	五 ⑤ ➎ 5️⃣
六	六 ⑥ ➏ 6️⃣
七	七 ⑦ ➐ 7️⃣
八	八 ⑧ ➑ 8️⃣
九	九 ⑨ ➒ 9️⃣
十	十 ⑩ ➓ 🔟
一二三四	一二三四 🔢
井号	井号 #️⃣
星号	星号 *️⃣
推出	推出 ⏏️
播放	播放 ▶️ ⏯
暂停	暂停 ⏸
停止	停止 ⏹ 🛑
录音	录音 ⏺
向前跳	向前跳 ⏭
向后跳	向后跳 ⏮
快进	快进 ⏩
加速	加速 ⏩
倒回	倒回 ⏪
减速	减速 ⏪
向左符号	向左符号 ⏪
三角上	三角上 ⏫
三角下	三角下 ⏬
左	左 ← ⬅️
向左	向左 ◀️
上一个	上一个 ◀️
三角	三角 ◀️
回车	回车 ↩️
回车键	回车键 ↩️
上	上 ↑ ⬆️
转向前方	转向前方 ⤴️
下	下 ↓ ⬇️
转向下方	转向下方 ⤵️
右	右 → ➡️
转向右方	转向右方 ↪️
右回转	右回转 ↪️
向右回转	向右回转 ↪️
右上	右上 ↗ ↗️
右下	右下 ↘ ↘️
左下	左下 ↙ ↙️
左上	左上 ↖ ↖️
上下	上下 ↕️
左右	左右 ↔️
随机	随机 🔀
重复	重复 🔁
单曲播放	单曲播放 🔁
播放一次	播放一次 🔂
逆时针	逆时针 🔄
顺时针	顺时针 🔃
音符	音符 🎵 🎶
加号	加号 ➕
除	除 ÷ ➗
乘	乘 × ✖️
无穷大	无穷大 ♾
货币兑换	货币兑换 💱
注册	注册 ®️
证人	证人 👁‍🗨
结束	结束 🔚
末尾	末尾 🔚
开启	开启 🔛
启用	启用 🔛
置顶	置顶 🔝
上方	上方 🔝
soon	soon 🔜
波浪线	波浪线 〰️
卷曲环	卷曲环 ➰ ➿
对	对 ✓ ✅
正确	正确 ✔️ ☑️
单选	单选 🔘
红色	红色 🔴 🟥
橙色	橙色 🟠 🟧
黄色	黄色 🟡 🟨
绿色	绿色 🟢 🟩
蓝色	蓝色 🔵 🟦
紫色	紫色 🟣 🟪
黑色	黑色 ⚫️ ⬛️
白色	白色 ⚪️ ⬜️
棕色	棕色 🟤 🟫
菱形	菱形 🔶 🔷 💠
中方块	中方块 ◾️ ◽️
方块	方块 ◼️ ◻️ ♦️
扬声器	扬声器 🔈 🔉 🔊
铃铛	铃铛 🔔 🔕
喇叭	喇叭 🎺 📢 📣
传声筒	传声筒 📣
大喇叭	大喇叭 📣
传播	传播 📣
啦啦队	啦啦队 📣
对话	对话 💬 🗯
发言	发言 💬
发言中	发言中 💬
发言气球	发言气球 💬
白日梦	白日梦 💭
嗯	嗯 💭
想法	想法 💡 💭
想象中	想象中 💭
考虑	考虑 💭
喂	喂 🗯
梅花	梅花 ♣️
草花	草花 ♣️
红桃	红桃 ♥️
小鬼	小鬼 🃏
扑克	扑克 🎴
扑克牌	扑克牌 🎴 🃏
纸牌	纸牌 🎴 🃏
红中	红中 🀄️
格子旗	格子旗 🏁
旗杆	旗杆 🚩
红旗	红旗 🚩
终点	终点 🏁 🚩
彩虹旗	彩虹旗 🏳️‍🌈
跨性别旗	跨性别旗 🏳️‍⚧️
阿拉伯联合酋长国	阿拉伯联合酋长国 🇦🇪
阿鲁巴	阿鲁巴 🇦🇼
阿塞拜疆	阿塞拜疆 🇦🇿
安道尔	安道尔 🇦🇩
袋鼠国	袋鼠国 🇦🇺
北马其顿	北马其顿 🇲🇰
波斯尼亚和黑塞哥维那	波斯尼亚和黑塞哥维那 🇧🇦
玻利维亚	玻利维亚 🇧🇴
多米尼加共和国	多米尼加共和国 🇩🇴
法属波利尼西亚	法属波利尼西亚 🇵🇫
法属南部领地	法属南部领地 🇹🇫
梵蒂冈城国	梵蒂冈城国 🇻🇦
刚果共和国	刚果共和国 🇨🇬
刚果民主共和国	刚果民主共和国 🇨🇩
格恩西岛	格恩西岛 🇬🇬
风车之国	风车之国 🇳🇱
圣马丁岛	圣马丁岛 🇸🇽
科科斯（基林）群岛	科科斯（基林）群岛 🇨🇨
科威特	科威特 🇰🇼
留尼汪	留尼汪 🇷🇪
马耳他	马耳他 🇲🇹
马里国	马里国 🇲🇱
马约特岛	马约特岛 🇾🇹
美国	美国 🇺🇸 🗽
老美	老美 🇺🇸
美属维尔京群岛	美属维尔京群岛 🇻🇮
蒙古国	蒙古国 🇲🇳
摩尔多瓦	摩尔多瓦 🇲🇩
南乔治亚岛和南桑威奇群岛	南乔治亚岛和南桑威奇群岛 🇬🇸
万岛国	万岛国 🇳🇴
皮特克恩	皮特克恩 🇵🇳
日本	日本 🇯🇵 🗾
樱花之国	樱花之国 🇯🇵
日章旗	日章旗 🇯🇵
交叉放置的旗帜	交叉放置的旗帜 🎌
萨尔瓦多共和国	萨尔瓦多共和国 🇸🇻
圣巴泰勒米岛	圣巴泰勒米岛 🇧🇱
斯洛文尼亚	斯洛文尼亚 🇸🇮
所罗门群岛	所罗门群岛 🇸🇧
万佛之国	万佛之国 🇹🇭
瓦利斯和富图纳群岛	瓦利斯和富图纳群岛 🇼🇫
文莱	文莱 🇧🇳
西撒哈拉	西撒哈拉 🇪🇭
不列颠	不列颠 🇬🇧
米字旗	米字旗 🇬🇧
英属维尔京群岛	英属维尔京群岛 🇻🇬
泽西岛	泽西岛 🇯🇪
中非共和国	中非共和国 🇨🇫
国旗	国旗 🇨🇳
國旗	國旗 🇨🇳
五星红旗	五星红旗 🇨🇳
嘴角上揚	嘴角上揚 😏
露齒大笑	露齒大笑 😁
開心	開心 😄 😃 😺
開懷大笑	開懷大笑 😃
張嘴笑	張嘴笑 😃
破涕為笑	破涕為笑 😂
感動	感動 😹
露齒	露齒 😃
笑臉	笑臉 😊 😃 ☺️
笑淚	笑淚 😂 🥲
淚	淚 🥲 😭
打滾	打滾 🤣
微笑	微笑 😊 😄 😸 ☺️
滿意	滿意 ☺️ 😌
臉紅	臉紅 😳 ☺️
面紅耳赤	面紅耳赤 ☺️ 😊
純潔	純潔 😇
倒臉	倒臉 🙃
輕鬆	輕鬆 😉
釋然	釋然 😌
放鬆	放鬆 😌
松了口氣	松了口氣 😌
著迷	著迷 😍 😻
迷戀	迷戀 😍
喜笑顏開	喜笑顏開 🥰
喜歡	喜歡 😍 🥰 😻
愛	愛 ❤️ 😘 💗
愛你	愛你 😍 😘 🤟
傳情	傳情 😘
示愛	示愛 😘
親親	親親 😘 😙 😽
親吻	親吻 😗 👩‍❤️‍💋‍👨
親嘴	親嘴 😙
親一個	親一個 😙
吐舌頭	吐舌頭 😋
嘴饞	嘴饞 😋
眼饞	眼饞 😋
調皮	調皮 😝 😜 🤪
開玩笑	開玩笑 😝
做鬼臉	做鬼臉 😜
扮鬼臉	扮鬼臉 😜
鬼臉	鬼臉 😜 🤪 👻
單片眼鏡	單片眼鏡 🧐
戴眼鏡	戴眼鏡 🧐 🤓
檢查	檢查 🧐
偽裝	偽裝 🥸
虛偽	虛偽 🥸
派對	派對 🥳 🎉
小樣	小樣 😏
不開心	不開心 😔 😠
鬧心	鬧心 😠
嚴肅	嚴肅 😠
憂傷	憂傷 😔
憂慮	憂慮 😔
沈思	沈思 😔
猶豫	猶豫 😔
擔憂	擔憂 😔
擔心	擔心 😟
不會吧	不會吧 😟
疑問	疑問 😖 ❓ ❔
困擾	困擾 😕
眉頭微皺	眉頭微皺 🙁
微微不滿	微微不滿 🙁
傷心	傷心 💔 ❤️‍🩹 😣
不滿	不滿 ☹️
堅忍	堅忍 😣
著急	著急 😣
難受	難受 😣
煩躁	煩躁 😫
厭倦	厭倦 😩
勞累	勞累 😫
疲勞	疲勞 😪
疲憊	疲憊 😫
請求	請求 🥺
眼淚	眼淚 😢
悲傷	悲傷 😢 😭
淚流滿面	淚流滿面 😭
流淚	流淚 😢 😭
鼻子冒氣	鼻子冒氣 😤
生氣	生氣 😠 😡 💢
憤怒	憤怒 😡 💢
氣憤	氣憤 😠 😡 💢
激憤	激憤 😡 🤬
發飆	發飆 😡 🤬
詛咒	詛咒 🤬
腦子爆炸	腦子爆炸 🤯
睜大雙眼	睜大雙眼 😳
發熱	發熱 🥵
發燒	發燒 🥵 🤒
凍掉牙	凍掉牙 🥶
恐懼	恐懼 😱
發怵	發怵 😨
膽怯	膽怯 😨
驚恐	驚恐 😨
焦慮	焦慮 😰
緊張	緊張 😓 💗
難過	難過 😥 😫
釋然	釋然 😥
沮喪	沮喪 😓
相擁	相擁 🤗
懷抱	懷抱 🤗
尋思	尋思 🤔
不說	不說 🤭 🙊
謹嚴	謹嚴 🙊
非禮勿言	非禮勿言 🙊
不能說	不能說 🙊
小點聲	小點聲 🤫
撒謊	撒謊 🤥
圍觀	圍觀 😶
沒嘴	沒嘴 😶
平靜	平靜 😐
面無表情	面無表情 😑
閉眼	閉眼 😝 😑
齜牙	齜牙 😬
眼睛轉動	眼睛轉動 🙄
驚訝	驚訝 😮 🙀 ❗️
驚嚇	驚嚇 🙀
吃驚	吃驚 😱 😮 😲
張嘴	張嘴 😦 😮
苦惱	苦惱 😖
睡覺	睡覺 😴 💤 🛌
頭暈目眩	頭暈目眩 😵 💫
頭暈眼花	頭暈眼花 😵
暈頭轉向	暈頭轉向 😵 💫
頭暈	頭暈 😵‍💫 💫
眩暈	眩暈 😵‍💫 💫
拉鍊	拉鍊 🤐
閉嘴	閉嘴 😠 🤐 🙊
嘔吐	嘔吐 🤢 🤮
量體溫	量體溫 🤒
繃帶	繃帶 🤕
纏繃帶	纏繃帶 🤕
受傷	受傷 🤕 ❤️‍🩹
嘴吐鈔票	嘴吐鈔票 🤑
錢迷	錢迷 🤑
童話	童話 👸 👿
惡魔	惡魔 😈 👿
小惡魔	小惡魔 👿
惡鬼	惡鬼 👹
骷髏	骷髏 💀 ☠️
怪獸	怪獸 👾
小精靈	小精靈 👾
南瓜燈籠	南瓜燈籠 🎃
貓臉	貓臉 🐱 😺 🙀
大笑貓	大笑貓 😺
微笑貓	微笑貓 😸
高興	高興 😊 😃 😄 😸
不高興	不高興 😒 😠
愁眉苦臉	愁眉苦臉 😒
鬱悶	鬱悶 😒
笑出眼淚	笑出眼淚 😂 😹
喜極而泣	喜極而泣 😂 😹
花痴貓	花痴貓 😻
奸笑貓	奸笑貓 😼
不懷好意	不懷好意 😼
親暱	親暱 😽
疲倦貓	疲倦貓 🙀
生氣貓	生氣貓 😾
無視	無視 😾
雙手	雙手 🤲 👐
歡呼	歡呼 🙌
揚手	揚手 🙌
掌聲	掌聲 👏
強	強 👍
厲害	厲害 👍
稱贊	稱贊 👍
竪拇指	竪拇指 👍
竪起拇指	竪起拇指 👍
贊	贊 👍
頂呱呱	頂呱呱 👍
鄙視	鄙視 😒 👎 🖕
嘲諷	嘲諷 👎
拳頭	拳頭 👊 ✊
打擊	打擊 👊
揮拳	揮拳 👊
和平手勢	和平手勢 ✌️
勝利	勝利 ✌️
贏了	贏了 ✌️
搖滾	搖滾 🤘
准許	准許 🙆
沒問題	沒問題 👌
左邊	左邊 👈
右邊	右邊 👉
上邊	上邊 👆
下邊	下邊 👇
舉手	舉手 🙋
瓦肯舉手禮	瓦肯舉手禮 🖖
揮手	揮手 👋
再見	再見 👋
打電話	打電話 🤙
二頭肌	二頭肌 💪
強壯	強壯 💪
機械手臂	機械手臂 🦾
書寫	書寫 ✍️
寫字	寫字 ✍️
雙手合十	雙手合十 🙏
祈禱	祈禱 🙏
感謝	感謝 🙏
謝謝	謝謝 🙏
拜託	拜託 🙏
致謝	致謝 🙏
腳	腳 🦶
紅唇	紅唇 💋
親一口	親一口 😚 💋 😽
說話	說話 👄 💬
嘗	嘗 👅
聽	聽 👂
助聽器	助聽器 🦻
聞	聞 👃
腳印	腳印 👣
講話	講話 🗣
兩個人	兩個人 👥
嬰兒	嬰兒 👶 🚼
寶寶	寶寶 👶 🚼
兒童	兒童 🧒
成人節目	成人節目 🔞
父親	父親 👨
捲髮	捲髮 👩‍🦱 🧑‍🦱 👨‍🦱
紅髮	紅髮 👩‍🦰 🧑‍🦰 👨‍🦰
金髮	金髮 👱‍♀️ 👱 👱‍♂️
白髮	白髮 👩‍🦳 🧑‍🦳 👨‍🦳
光頭	光頭 👩‍🦲 🧑‍🦲 👨‍🦲
鬍鬚	鬍鬚 🧔
鬍鬚男	鬍鬚男 🧔
老爺爺	老爺爺 👴
爺爺	爺爺 👴
雷鋒叔叔	雷鋒叔叔 👲
包頭巾	包頭巾 👳‍♀️ 👳 👳‍♂️ 🧕
頭巾	頭巾 👳‍♀️ 👳 👳‍♂️ 🧕
女建築工人	女建築工人 👷‍♀️
建築工人	建築工人 👷
男建築工人	男建築工人 👷‍♂️
女衛兵	女衛兵 💂‍♀️
衛兵	衛兵 💂 💂‍♂️
女偵探	女偵探 🕵️‍♀️
偵探	偵探 🕵️
男偵探	男偵探 🕵️‍♂️
女醫護人員	女醫護人員 👩‍⚕️
女醫生	女醫生 👩‍⚕️
醫護人員	醫護人員 🧑‍⚕️
醫生	醫生 🧑‍⚕️
男醫護人員	男醫護人員 👨‍⚕️
男醫生	男醫生 👨‍⚕️
女農民	女農民 👩‍🌾
農民	農民 🧑‍🌾
男農民	男農民 👨‍🌾
女廚師	女廚師 👩‍🍳
廚師	廚師 🧑‍🍳
男廚師	男廚師 👨‍🍳
女學生	女學生 👩‍🎓
學生	學生 🧑‍🎓
男學生	男學生 👨🏻‍🎓
女教師	女教師 👩‍🏫
女老師	女老師 👩‍🏫
教師	教師 🧑‍🏫
老師	老師 🧑‍🏫
男教師	男教師 👨‍🏫
男老師	男老師 👨‍🏫
女技術人員	女技術人員 👩‍💻
女程序員	女程序員 👩‍💻
技術員	技術員 🧑‍💻
程序員	程序員 🧑‍💻
男技術員	男技術員 👨‍💻
男程序員	男程序員 👨‍💻
女職員	女職員 👩‍💼
職員	職員 🧑‍💼
男職員	男職員 👨‍💼
女科學家	女科學家 👩‍🔬
科學家	科學家 🧑‍🔬
男科學家	男科學家 👨‍🔬
女藝術家	女藝術家 👩‍🎨
藝術家	藝術家 🧑‍🎨
男藝術家	男藝術家 👨‍🎨
女消防員	女消防員 👩‍🚒
消防員	消防員 🧑‍🚒
男消防員	男消防員 👨‍🚒
女飛行員	女飛行員 👩‍✈️
飛行員	飛行員 🧑‍✈️
男飛行員	男飛行員 👨‍✈️
女宇航員	女宇航員 👩‍🚀
宇航員	宇航員 🧑‍🚀
男宇航員	男宇航員 👨‍🚀
婚紗	婚紗 👰‍♀️ 👰 👰‍♂️
女超級英雄	女超級英雄 🦸‍♀️
超級英雄	超級英雄 🦸
男超級英雄	男超級英雄 🦸‍♂️
壞蛋	壞蛋 🦹
聖誕夫人	聖誕夫人 🤶
聖誕老人	聖誕老人 🧑‍🎄 🎅
魔法師	魔法師 🧙
女精靈	女精靈 🧝‍♀️
精靈	精靈 🧝
男精靈	男精靈 🧝‍♂️
女僵屍	女僵屍 🧟‍♀️
僵屍	僵屍 🧟
男僵屍	男僵屍 🧟‍♂️
美人魚	美人魚 🧜‍♀️
人魚	人魚 🧜
男人魚	男人魚 🧜‍♂️
天使寶寶	天使寶寶 👼
孕婦	孕婦 🤰
奶媽	奶媽 🤱
餵奶	餵奶 🤱 🧑‍🍼
懇求	懇求 🙇 🙏
女服務員	女服務員 💁‍♀️
服務員	服務員 💁
男服務員	男服務員 💁‍♂️
反對	反對 🙅
否決	否決 🙅
舉手女	舉手女 🙋‍♀️
舉手男	舉手男 🙋‍♂️
失聰女	失聰女 🧏‍♀️
失聰	失聰 🧏
耳聾	耳聾 🧏
失聰男	失聰男 🧏‍♂️
捂臉女	捂臉女 🤦‍♀️
捂臉	捂臉 🤦
捂臉男	捂臉男 🤦‍♂️
聳肩女	聳肩女 🤷‍♀️
聳肩	聳肩 🤷
聳肩男	聳肩男 🤷‍♂️
皺眉女	皺眉女 🙍‍♀️
皺眉	皺眉 😠 🙍
皺眉男	皺眉男 🙍‍♂️
理髮女	理髮女 💇‍♀️
理髮	理髮 💇 💈
剪頭	剪頭 💇
剃頭	剃頭 💇
剪發	剪發 💇
理髮男	理髮男 💇‍♂️
雙人舞	雙人舞 👯 👯‍♂️
西裝	西裝 🕴
坐輪椅	坐輪椅 👩‍🦽 🧑‍🦽 👨‍🦽
坐電動輪椅	坐電動輪椅 👩‍🦼 🧑‍🦼 👨‍🦼
對不起	對不起 🧎‍♀️ 🧎‍♂️
跪著	跪著 🧎
賽跑	賽跑 🏃
站著女	站著女 🧍‍♀️
站著	站著 🧍
站著男	站著男 🧍‍♂️
情侶	情侶 👫 💑
牽手女	牽手女 👭
閨蜜	閨蜜 👭 👩‍❤️‍👩
牽手男	牽手男 👬
相愛	相愛 👩‍❤️‍👨
愛情	愛情 👩‍❤️‍👨 💓
愛情女	愛情女 👩‍❤️‍👩
姐妹情誼	姐妹情誼 👩‍❤️‍👩
夫婦	夫婦 💑
戀人	戀人 💑
愛情男	愛情男 👨‍❤️‍👨
親吻女	親吻女 👩‍❤️‍💋‍👩
親吻男	親吻男 👨‍❤️‍💋‍👨
家有兒女	家有兒女 👨‍👩‍👧‍👦
兩個媽媽	兩個媽媽 👩‍👩‍👦 👩‍👩‍👧 👩‍👩‍👧‍👦 👩‍👩‍👦‍👦 👩‍👩‍👧‍👧
兩個爸爸	兩個爸爸 👨‍👨‍👦 👨‍👨‍👧 👨‍👨‍👧‍👦 👨‍👨‍👦‍👦 👨‍👨‍👧‍👧
兩個兒子	兩個兒子 👩‍👧‍👦 👨‍👦‍👦
兩個女兒	兩個女兒 👩‍👧‍👧 👨‍👧‍👧
紗線	紗線 🧶
縫紉針	縫紉針 🪡
針	針 🪡
實驗室外衣	實驗室外衣 🥼
女式襯衫	女式襯衫 👚
女士服裝	女士服裝 👚
休閒裝	休閒裝 👕
圓領衫	圓領衫 👕
三角褲	三角褲 🩲
短褲	短褲 🩳
襯衫	襯衫 👕 👔
襯衫領帶	襯衫領帶 👔
領帶	領帶 👔
洋裝	洋裝 👗
莎麗	莎麗 🥻
涼鞋	涼鞋 🩴 👡
長靴	長靴 👢
網球鞋	網球鞋 👟
休閒鞋	休閒鞋 👟
禮帽	禮帽 🎩
戲劇	戲劇 🎩
鴨舌帽	鴨舌帽 🧢
蝴蝶結帽子	蝴蝶結帽子 👒
畢業㡌	畢業㡌 🎓
結業式	結業式 🎓
首飾	首飾 💍
上學	上學 🎒
眼鏡	眼鏡 👓
近視	近視 👓
太陽鏡	太陽鏡 🕶
墨鏡	墨鏡 🕶️ 😎
驟雨	驟雨 ☔️
雨傘	雨傘 🌂 ☔️
打傘	打傘 ☔️ ☂️
傘	傘 🌂 ☂️
狗臉	狗臉 🐶
賣萌	賣萌 🐶
可愛	可愛 🐶 😊
貓	貓 🐱 🐈
鼠臉	鼠臉 🐭
兔臉	兔臉 🐰
熊臉	熊臉 🐻
無尾熊	無尾熊 🐨
老虎臉	老虎臉 🐯
獅子臉	獅子臉 🦁
豬臉	豬臉 🐷
小豬	小豬 🐷
非禮勿視	非禮勿視 🙈
聽不到	聽不到 🙉
慎聽	慎聽 🙉
非禮勿聽	非禮勿聽 🙉
鳥	鳥 🐦
小雞	小雞 🐤 🐥 🐣
孵小雞	孵小雞 🐣
破殼而出	破殼而出 🐣
脫殼而出	脫殼而出 🐣
馬	馬 🐴
蟲子	蟲子 🐛
蜘蛛網	蜘蛛網 🕸
網	網 🕸
海龜	海龜 🐢
恐龍	恐龍 🦕
魷魚	魷魚 🦑
魚	魚 🐠 🐟
鯨	鯨 🐳
鯨魚	鯨魚 🐳 🐋
噴水	噴水 🐳
噴水鯨魚	噴水鯨魚 🐳
鰐魚	鰐魚 🐊
紅毛猩猩	紅毛猩猩 🦧
猛獁象	猛獁象 🦣
駱駝	駱駝 🐪 🐫
單峰駝	單峰駝 🐪
豬	豬 🐷 🐖
美洲駝	美洲駝 🦙
草泥馬	草泥馬 🦙
獅子狗	獅子狗 🐩
服務犬	服務犬 🐕‍🦺
貓	貓 🐈 🐱
橘貓	橘貓 🐈
雞	雞 🐔
鴿子	鴿子 🕊
刺蝟	刺蝟 🦔
小寶貝	小寶貝 🐾
龍	龍 🐲 🐉
龍臉	龍臉 🐲
聖誕	聖誕 🎄
常青樹	常青樹 🌲
常綠喬木	常綠喬木 🌲
棕櫚樹	棕櫚樹 🌴
藥草	藥草 🌿
中藥	中藥 🌿
好運	好運 🍀
松樹裝飾	松樹裝飾 🎍
節節高	節節高 🎍
竹節	竹節 🎍
許願樹	許願樹 🎋
許願	許願 🎋
七夕節	七夕節 🎋
落葉	落葉 🍂
吹風落葉	吹風落葉 🍃
葉子	葉子 🍃
綠葉	綠葉 🍃
海貝	海貝 🐚
扇貝	扇貝 🐚
鮮花	鮮花 💐
黃花	黃花 🌼
開花	開花 🌼
雛菊	雛菊 🌼
太陽	太陽 🌞 ☀️
陽光	陽光 ☀️
滿月	滿月 🌝
虧凸月	虧凸月 🌖
殘月	殘月 🌘 🌙
閃光	閃光 ✨
閃電	閃電 ⚡️
燃燒	燃燒 🔥 ❤️‍🔥
點燃	點燃 🔥
龍捲風	龍捲風 🌪 🌀
漩渦	漩渦 🌀
多雲	多雲 ☁️ ⛅️ 🌥
晴轉多雲	晴轉多雲 ⛅️
陰天	陰天 ☁️ ⛅️
雲朵	雲朵 ☁️
太陽雨	太陽雨 🌦
雷陣雨	雷陣雨 ⛈
吹風	吹風 🌬
陣風	陣風 💨
逃離	逃離 💨
汗顏	汗顏 💧 😓
揮汗如雨	揮汗如雨 💦
尷尬	尷尬 😅
霧	霧 🌫
車釐子	車釐子 🍒
菠蘿	菠蘿 🍍
西蘭花	西蘭花 🥦
牛角麵包	牛角麵包 🥐
百吉餅	百吉餅 🥯
法式長棍	法式長棍 🥖
法式麵包	法式麵包 🥖
椒鹽卷餅	椒鹽卷餅 🥨
雞腿	雞腿 🍗
骨頭肉	骨頭肉 🍖
披薩餅	披薩餅 🍕
披薩片	披薩片 🍕
比薩片	比薩片 🍕
面餅	面餅 🫓
法拉費	法拉費 🧆
芝士火鍋	芝士火鍋 🫕 🍲
麵條	麵條 🍜 🍝
拉麵	拉麵 🍜
麻辣燙	麻辣燙 🍲
濃湯	濃湯 🍲
熱氣騰騰	熱氣騰騰 🍲
便當	便當 🍱
餃子	餃子 🥟
蝦尾	蝦尾 🍤
炒蝦	炒蝦 🍤
飯團	飯團 🍙
米餅	米餅 🍘
炸魚餅	炸魚餅 🍥
牛耳餅	牛耳餅 🍥
雪餅	雪餅 🍥
幸運餅乾	幸運餅乾 🥠
團子	團子 🍡
紙杯蛋糕	紙杯蛋糕 🧁
甜點	甜點 🍮
麵包圈	麵包圈 🍩
堅果	堅果 🌰
熱飲	熱飲 ☕️
餐飲	餐飲 ☕️
紅酒杯	紅酒杯 🍷
雞尾酒杯	雞尾酒杯 🍸
熱帶飲料	熱帶飲料 🍹
冷飲	冷飲 🍹
馬黛茶	馬黛茶 🧉
餐廳	餐廳 🍴
外賣盒	外賣盒 🥡
美式橄欖球	美式橄欖球 🏈
橄欖球	橄欖球 🏈 🏉
回旋鏢	回旋鏢 🪃
高爾夫球洞	高爾夫球洞 ⛳️
網球衫	網球衫 🎽
運動衫	運動衫 🎽
輪滑鞋	輪滑鞋 🛼
冰壺石	冰壺石 🥌
單板滑雪	單板滑雪 🏂
舉重女	舉重女 🏋️‍♀️
舉重	舉重 🏋️
舉重男	舉重男 🏋️‍♂️
側手翻女	側手翻女 🤸‍♀️
側手翻	側手翻 🤸
側手翻男	側手翻男 🤸‍♂️
籃球女	籃球女 ⛹️‍♀️
打籃球	打籃球 ⛹️
籃球男	籃球男 ⛹️‍♂️
高爾夫女	高爾夫女 🏌️‍♀️
