# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	36547
#@/user_id	a2539fd9-2f40-4b0c-9b41-1f929aaf0d62
fu jian 	複檢	c=1 d=4.1851e-18 t=36547
fu jin 	附近	c=2 d=5.22223e-05 t=36547
fu li 	福利	c=5 d=0.0159839 t=36547
fu mian 	負面	c=1 d=6.18027e-16 t=36547
fu ning xian 	阜寧縣	c=1 d=4.46237e-08 t=36547
fu pan 	覆盤	c=3 d=1.01822e-21 t=36547
fu qian 	付錢	c=1 d=2.88834e-08 t=36547
fu tou 	斧頭	c=1 d=9.91736e-21 t=36547
fu wu 	服務	c=22 d=0.101829 t=36547
fu wu duan 	服務端	c=1 d=7.96022e-23 t=36547
fu wu qi 	服務器	c=17 d=0.772865 t=36547
fu xi 	複習	c=2 d=0.00946646 t=36547
fu xian 	復現	c=3 d=1.08968e-07 t=36547
fu yong 	復用	c=3 d=0.657047 t=36547
fu yu 	富裕	c=2 d=4.25645e-11 t=36547
fu yu 	賦予	c=1 d=0.0356146 t=36547
fu za 	複雜	c=9 d=0.0249882 t=36547
fu za du 	複雜度	c=2 d=0.0305009 t=36547
fu zhai 	負債	c=1 d=0.000151489 t=36547
fu zhi 	複製	c=22 d=0.909995 t=36547
fu zhi 	賦值	c=1 d=1.0885e-27 t=36547
gai 	改	c=42 d=1.57261 t=36547
gai 	該	c=4 d=0.0012684 t=36547
gai bian 	改變	c=1 d=3.31324e-05 t=36547
gai cheng 	改成	c=8 d=8.78394e-05 t=36547
gai cheng le 	改成了	c=1 d=1.66643e-08 t=36547
gai cuo 	改錯	c=0 d=4.4501e-06 t=36547
gai cuo le 	改錯了	c=1 d=4.4724e-05 t=36547
gai dao 	改到	c=1 d=1.47036e-06 t=36547
gai de 	改得	c=3 d=0.00349997 t=36547
gai dong 	改動	c=8 d=0.29523 t=36547
gai dui 	改對	c=1 d=3.24476e-24 t=36547
gai gai 	改改	c=5 d=4.32078e-11 t=36547
gai guo 	改過	c=1 d=0.00740944 t=36547
gai guo 	該國	c=2 d=9.12959e-05 t=36547
gai hao 	改好	c=5 d=1.15219e-11 t=36547
gai hao le 	改好了	c=14 d=0.000169217 t=36547
gai hui lai 	改回來	c=1 d=4.24244e-31 t=36547
gai le 	改了	c=10 d=0.00361431 t=36547
gai le gai 	改了改	c=1 d=1.24176e-18 t=36547
gai ming 	改名	c=2 d=6.81726e-23 t=36547
gai sha 	改啥	c=2 d=0.000338834 t=36547
gai wan 	改完	c=3 d=0.00109172 t=36547
gai xia 	改下	c=17 d=0.00103371 t=36547
gai you 	該有	c=0 d=1.44498e-08 t=36547
gai you de 	該有的	c=1 d=1.45222e-07 t=36547
gan 	幹	c=7 d=1.93611e-08 t=36547
gan 	感	c=1 d=4.59984e-12 t=36547
gan dan 	肝膽	c=1 d=0.0464212 t=36547
gan de 	乾的	c=2 d=0.0104099 t=36547
gan de huo 	乾的活	c=1 d=0.0596059 t=36547
gan diao 	幹掉	c=1 d=1.46552e-26 t=36547
gan ga 	尷尬	c=5 d=1.93177e-11 t=36547
gan huo 	幹活	c=2 d=0.00398587 t=36547
gan huo de 	幹活的	c=1 d=1.01194e-22 t=36547
gan jin 	趕緊	c=5 d=0.0939493 t=36547
gan jing 	乾淨	c=1 d=0.00120654 t=36547
gan jue 	感覺	c=107 d=0.361015 t=36547
gan le 	乾了	c=2 d=0.000177046 t=36547
gan le sha 	乾了啥	c=2 d=3.23357e-13 t=36547
gan man 	幹滿	c=1 d=0.0152985 t=36547
gan mao 	感冒	c=1 d=4.35442e-14 t=36547
gan rao 	干擾	c=1 d=4.7293e-15 t=36547
gan sha 	幹啥	c=1 d=0.687289 t=36547
gan shen me 	幹什麼	c=2 d=3.95979e-14 t=36547
gan shou 	感受	c=1 d=2.62613e-06 t=36547
gan xie 	感謝	c=7 d=0.0510474 t=36547
gan zhi 	感知	c=1 d=3.30524e-06 t=36547
gang 	剛	c=8 d=0.396531 t=36547
gang bi ye 	剛畢業	c=1 d=0.00013845 t=36547
gang chu lai 	剛出來	c=1 d=1.11761e-14 t=36547
gang gang 	剛剛	c=78 d=0.784154 t=36547
gang gang hao 	剛剛好	c=1 d=0.000367055 t=36547
gang lai 	剛來	c=1 d=4.9342e-14 t=36547
gang mai 	剛買	c=0 d=0.0110251 t=36547
gang mai de 	剛買的	c=1 d=0.110803 t=36547
gang qi dong 	刚启动	c=1 d=0.12307 t=36547
gang sheng ji 	剛升級	c=1 d=2.25718e-19 t=36547
gang wei 	崗位	c=5 d=4.32175e-15 t=36547
gao 	告	c=1 d=1.21341e-11 t=36547
gao 	搞	c=56 d=0.782742 t=36547
gao 	高	c=12 d=0.0705211 t=36547
gao bao 	高爆	c=20 d=2.81376 t=36547
gao bao guang 	高曝光	c=4 d=1.18593e-11 t=36547
gao bu dao 	搞不到	c=1 d=1.39865e-06 t=36547
gao bu wan 	搞不玩	c=2 d=1.17431e-08 t=36547
gao cheng 	搞成	c=2 d=2.8463e-12 t=36547
gao chu 	高出	c=1 d=1.39937e-12 t=36547
gao chu lai 	搞出來	c=1 d=0.000389752 t=36547
gao cuo 	搞錯	c=0 d=5.10822e-11 t=36547
gao cuo le 	搞錯了	c=1 d=5.13382e-10 t=36547
gao da shang 	高大上	c=1 d=1.78076e-24 t=36547
gao dao 	搞到	c=1 d=6.05274e-06 t=36547
gao de 	搞得	c=10 d=0.227277 t=36547
gao de wo 	搞得我	c=1 d=3.48786e-21 t=36547
gao dian 	搞點	c=2 d=9.87998e-06 t=36547
gao ding 	搞定	c=2 d=4.30069e-15 t=36547
gao dong 	搞懂	c=1 d=1.3199e-30 t=36547
gao gao 	搞搞	c=1 d=0.0485578 t=36547
gao ge 	搞個	c=2 d=1.22866e-05 t=36547
gao ge 	高歌	c=1 d=4.1556e-23 t=36547
gao guo 	搞過	c=1 d=8.47434e-24 t=36547
gao guo 	高過	c=1 d=8.43207e-24 t=36547
gao hao 	搞好	c=6 d=0.119433 t=36547
gao hua zhi 	高畫質	c=1 d=3.97274e-23 t=36547
gao ji 	搞機	c=1 d=1.18999e-17 t=36547
gao ji 	高級	c=6 d=0.00923273 t=36547
gao ji ge 	搞幾個	c=1 d=5.19072e-22 t=36547
gao le 	搞了	c=5 d=5.82726e-05 t=36547
gao shou 	高手	c=1 d=5.05207e-27 t=36547
gao su 	告訴	c=2 d=0.00202419 t=36547
gao su ni 	告訴你	c=1 d=0.00810722 t=36547
gao su wo 	告訴我	c=1 d=0.0203434 t=36547
gao wan 	搞完	c=11 d=0.529935 t=36547
gao wang ji 	搞忘記	c=1 d=3.70227e-17 t=36547
gao wei 	高危	c=40 d=0.255789 t=36547
gao wei hua ti 	高危話題	c=2 d=0.00196945 t=36547
gao xia 	高下	c=2 d=5.54705e-09 t=36547
gao xiao 	搞笑	c=1 d=6.46473e-16 t=36547
gao xiao 	高效	c=2 d=0.0302704 t=36547
gao xing 	高興	c=0 d=4.74073e-15 t=36547
gao yi fen 	搞一份	c=2 d=1.8365e-12 t=36547
gao yi ge 	搞一個	c=3 d=0.000874516 t=36547
gao zhi liang 	高質量	c=1 d=2.72245e-18 t=36547
gao zhong 	高中	c=1 d=0.615697 t=36547
ge 	個	c=85 d=0.392746 t=36547
ge 	割	c=1 d=7.43112e-06 t=36547
ge 	各	c=2 d=9.03423e-12 t=36547
ge 	哥	c=38 d=0.565397 t=36547
ge 	歌	c=1 d=0.255381 t=36547
ge bi 	隔壁	c=2 d=0.158542 t=36547
ge bie 	個別	c=0 d=2.69912e-06 t=36547
ge bo 	胳膊	c=1 d=9.51877e-09 t=36547
ge dan 	歌單	c=1 d=1.00187e-22 t=36547
ge gao ge de 	各搞各的	c=1 d=5.25914e-29 t=36547
ge jiu cai 	割韭菜	c=1 d=3.85009e-07 t=36547
ge li 	隔離	c=2 d=6.71005e-13 t=36547
ge qu 	歌曲	c=1 d=8.79741e-23 t=36547
ge ren 	個人	c=5 d=0.204948 t=36547
ge shi 	格式	c=20 d=0.743122 t=36547
ge shi hua 	格式化	c=2 d=4.83031e-27 t=36547
ge shu 	個數	c=2 d=2.3482e-05 t=36547
ge ti 	個體	c=5 d=0.000204513 t=36547
ge xiang 	各項	c=1 d=1.46757e-13 t=36547
ge you 	各有	c=1 d=1.82398e-12 t=36547
ge yue 	個月	c=2 d=6.08722e-14 t=36547
ge zhong 	各種	c=4 d=3.84996e-08 t=36547
ge zi 	各自	c=1 d=0.0144798 t=36547
gei 	給	c=57 d=0.112407 t=36547
gei bie ren 	給別人	c=1 d=1.24071e-08 t=36547
gei chu 	給出	c=6 d=3.29671e-05 t=36547
gei chu de 	給出的	c=1 d=8.72054e-08 t=36547
gei dao 	給到	c=1 d=6.00476e-30 t=36547
gei de 	給的	c=20 d=0.00981189 t=36547
gei dian 	給點	c=1 d=0.00744658 t=36547
gei ge 	給個	c=1 d=3.60031e-13 t=36547
gei gou 	給夠	c=1 d=0.683861 t=36547
gei guo 	給過	c=1 d=3.16745e-05 t=36547
gei le 	給了	c=6 d=0.00351697 t=36547
gei ni 	給你	c=10 d=0.00286554 t=36547
gei ta 	給他	c=10 d=0.0471227 t=36547
gei ta men 	給他們	c=2 d=0.57695 t=36547
gei wo 	給我	c=13 d=0.0968473 t=36547
gei zi ji 	給自己	c=1 d=6.67431e-09 t=36547
gen 	跟	c=4 d=3.21532e-05 t=36547
gen ben 	根本	c=1 d=1.09473e-06 t=36547
gen bu shang 	跟不上	c=2 d=0.0776922 t=36547
gen jin 	跟進	c=1 d=9.88671e-14 t=36547
gen ju 	根據	c=21 d=0.514628 t=36547
gen shang 	跟上	c=1 d=0.000385874 t=36547
gen shou 	跟手	c=1 d=3.56267e-06 t=36547
gen wo 	跟我	c=0 d=2.66536e-05 t=36547
gen yuan 	根源	c=1 d=6.58972e-06 t=36547
gen zhe 	跟着	c=11 d=2.83532e-06 t=36547
gen zhe ni 	跟着你	c=1 d=1.06144e-25 t=36547
geng 	更	c=8 d=0.256661 t=36547
geng bu 	更不	c=0 d=4.45692e-24 t=36547
geng bu yao shuo 	更不要說	c=1 d=4.47926e-23 t=36547
geng da 	更大	c=1 d=0.806541 t=36547
geng duo 	更多	c=1 d=0.0098528 t=36547
geng gai 	更改	c=2 d=0.0227089 t=36547
geng gai 	梗概	c=1 d=7.08703e-09 t=36547
geng hao 	更好	c=2 d=0.00144449 t=36547
geng hao kan xie 	更好看些	c=1 d=3.46633e-07 t=36547
geng li hai 	更厲害	c=1 d=5.45314e-14 t=36547
geng ma fan 	更麻煩	c=1 d=1.51984e-13 t=36547
geng xiang 	更像	c=2 d=6.94551e-07 t=36547
geng xin 	更新	c=35 d=0.726149 t=36547
geng xin dao 	更新到	c=1 d=2.6157e-18 t=36547
geng zao 	更早	c=1 d=0.264477 t=36547
gong ce 	公測	c=2 d=1.8506e-06 t=36547
gong fu 	功夫	c=2 d=0.00637737 t=36547
gong gao 	公告	c=1 d=9.76805e-19 t=36547
gong ji zhe 	攻擊者	c=1 d=1.32701e-05 t=36547
gong ju 	工具	c=7 d=0.00245216 t=36547
gong neng 	功能	c=27 d=0.422493 t=36547
gong po 	攻破	c=1 d=1.38257e-17 t=36547
gong qi 	工期	c=1 d=1.79958e-30 t=36547
gong shi 	公式	c=11 d=9.91787e-06 t=36547
gong shi 	工時	c=2 d=0.0260262 t=36547
gong si 	公司	c=49 d=1.19797 t=36547
gong tong 	共同	c=1 d=1.70449e-09 t=36547
gong wang 	公網	c=1 d=9.90893e-11 t=36547
gong wei 	工位	c=2 d=7.66477e-11 t=36547
gong xiang 	共享	c=1 d=2.40631e-07 t=36547
gong xiang zhe 	共享者	c=1 d=4.54618e-21 t=36547
gong zhong 	公衆	c=0 d=0.0477114 t=36547
gong zhong hao 	公衆號	c=3 d=0.479505 t=36547
gong zi 	工資	c=2 d=0.509156 t=36547
gong zuo 	工作	c=16 d=0.529935 t=36547
gong zuo liang 	工作量	c=4 d=0.460704 t=36547
gong zuo ren yuan 	工作人員	c=1 d=0.100761 t=36547
gong zuo ri 	工作日	c=1 d=1.40978e-11 t=36547
gou 	夠	c=2 d=1.15106e-08 t=36547
gou gou 	狗狗	c=2 d=5.03559e-18 t=36547
gou jian 	構建	c=2 d=9.12037e-06 t=36547
gou le 	夠了	c=2 d=4.78593e-08 t=36547
gou le ba 	夠了吧	c=1 d=2.80823e-30 t=36547
gou shang 	勾上	c=1 d=0.177284 t=36547
gou tong 	溝通	c=4 d=0.00980366 t=36547
gou xuan 	勾選	c=4 d=1.00447e-07 t=36547
gou yong 	夠用	c=2 d=9.81033e-11 t=36547
gu 	估	c=2 d=0.0124629 t=36547
gu ding 	固定	c=2 d=2.79527e-08 t=36547
gu ge 	谷歌	c=6 d=0.0275983 t=36547
gu ji 	估計	c=27 d=0.900352 t=36547
gu ji hui 	估計會	c=1 d=6.05995e-20 t=36547
gu ji shi 	估計是	c=1 d=1.35147e-14 t=36547
gu jian 	固件	c=1 d=0.100259 t=36547
gu ke 	顧客	c=1 d=1.05762e-12 t=36547
gu lou gua wen 	孤陋寡聞	c=1 d=5.03046e-06 t=36547
gu tai 	固態	c=1 d=1.79463e-27 t=36547
gua 	掛	c=5 d=0.00269069 t=36547
gua 	瓜	c=2 d=1.37831e-10 t=36547
gua le 	掛了	c=3 d=0.00331267 t=36547
gua shang 	掛上	c=1 d=6.24238e-16 t=36547
gua zai 	掛載	c=6 d=4.91812e-05 t=36547
gua zhe 	掛着	c=2 d=0.00106477 t=36547
guai bu de 	怪不得	c=2 d=3.5779e-13 t=36547
guai guai 	怪怪	c=0 d=5.30116e-06 t=36547
guai guai de 	怪怪的	c=3 d=0.01453 t=36547
guai qiao 	乖巧	c=1 d=0.00603608 t=36547
guan 	管	c=2 d=0.000457378 t=36547
guan 	關	c=6 d=0.00618907 t=36547
guan bi 	關閉	c=5 d=0.267135 t=36547
guan cha 	觀察	c=3 d=1.56729e-09 t=36547
guan dao 	管道	c=1 d=2.54193e-05 t=36547
guan deng 	關燈	c=1 d=0.0507928 t=36547
guan diao 	關掉	c=1 d=0.00559994 t=36547
guan fang 	官方	c=8 d=0.239309 t=36547
guan gan 	觀感	c=2 d=3.72665e-06 t=36547
guan ji 	關機	c=1 d=1.28932e-19 t=36547
guan jian 	關鍵	c=1 d=0.0301974 t=36547
guan jian ci 	關鍵詞	c=1 d=0.00138785 t=36547
guan jin lai 	關進來	c=0 d=1.6371e-06 t=36547
guan jin lai de 	關進來的	c=1 d=1.6453e-05 t=36547
guan kong 	管控	c=2 d=0.0029848 t=36547
guan kong fang shi 	管控方式	c=1 d=0.000188766 t=36547
guan le 	關了	c=2 d=0.00970611 t=36547
guan li 	管理	c=20 d=0.117428 t=36547
guan li yuan 	管理員	c=11 d=2.89502e-06 t=36547
guan lian 	關聯	c=4 d=1.23404e-05 t=36547
guan mo 	觀摩	c=1 d=7.88932e-06 t=36547
guan wang 	官網	c=2 d=5.44565e-27 t=36547
guan xi 	關係	c=5 d=0.012743 t=36547
guan xin 	關心	c=1 d=0.429557 t=36547
guan xing 	慣性	c=1 d=2.58123e-09 t=36547
guan yi xia 	關一下	c=1 d=1.74283e-06 t=36547
guan yu 	關於	c=6 d=0.000665481 t=36547
guan zhu 	關注	c=6 d=0.127499 t=36547
guang 	逛	c=1 d=5.42686e-16 t=36547
guang biao 	光標	c=3 d=2.53103e-07 t=36547
guang fan 	廣泛	c=1 d=2.86895e-17 t=36547
guang gao 	廣告	c=6 d=0.00229965 t=36547
guang gao fei 	廣告費	c=1 d=9.79e-16 t=36547
guang gu zhe 	光顧着	c=1 d=0.0916297 t=36547
guang guang 	逛逛	c=1 d=6.49714e-16 t=36547
guang le 	逛了	c=1 d=3.75439e-05 t=36547
guang zhou 	廣州	c=2 d=0.810836 t=36547
guang zhou nan 	廣州南	c=1 d=0.438235 t=36547
gui 	貴	c=4 d=0.00321477 t=36547
gui 	鬼	c=3 d=0.103861 t=36547
gui dang 	歸檔	c=1 d=4.61253e-15 t=36547
gui dian 	貴點	c=1 d=0.00301245 t=36547
gui ding 	規定	c=1 d=0.0143357 t=36547
gui fan 	規範	c=1 d=7.8228e-24 t=36547
gui le 	貴了	c=1 d=5.33771e-27 t=36547
gui lv 	規律	c=1 d=8.50378e-06 t=36547
gui mo 	規模	c=1 d=9.36559e-24 t=36547
gui shu 	歸屬	c=2 d=0.00133271 t=36547
gui su 	歸宿	c=1 d=2.03012e-07 t=36547
gui yang zi 	鬼樣子	c=1 d=1.29803e-10 t=36547
gui ze 	規則	c=4 d=9.94643e-15 t=36547
gun dong 	滾動	c=2 d=8.79863e-17 t=36547
gun lun 	滾輪	c=1 d=4.45464e-17 t=36547
guo 	果	c=2 d=3.26724e-17 t=36547
guo 	過	c=49 d=1.40591 t=36547
guo 	鍋	c=6 d=0.0020396 t=36547
guo chan 	國產	c=4 d=0.0254765 t=36547
guo dao 	過道	c=1 d=0.07502 t=36547
guo de 	過得	c=1 d=0.00453922 t=36547
guo duan 	過段	c=2 d=0.0523397 t=36547
guo duo 	過多	c=2 d=7.07149e-12 t=36547
guo fen 	過分	c=2 d=3.55866e-23 t=36547
guo he 	果核	c=1 d=7.94102e-24 t=36547
guo lai 	過來	c=10 d=0.145876 t=36547
guo lai le 	過來了	c=1 d=0.255381 t=36547
guo le 	過了	c=3 d=0.360595 t=36547
guo lv 	過濾	c=7 d=0.00111741 t=36547
guo lv ci 	過濾詞	c=2 d=4.91483e-18 t=36547
guo nei 	國內	c=15 d=0.00955058 t=36547
guo nei ban 	國內版	c=2 d=0.00188166 t=36547
guo nian 	過年	c=2 d=4.58562e-05 t=36547
guo qi 	國企	c=1 d=1.36812e-11 t=36547
guo qi 	過期	c=6 d=0.0115932 t=36547
guo qu 	過去	c=2 d=0.000614317 t=36547
guo qu le 	過去了	c=1 d=1.80332e-25 t=36547
guo ran 	果然	c=4 d=3.30011e-05 t=36547
guo ren 	國人	c=1 d=1.44596e-15 t=36547
guo ren shen 	過人審	c=1 d=0.0160027 t=36547
guo wai 	國外	c=2 d=2.12393e-09 t=36547
guo wai de 	國外的	c=1 d=1.38733e-28 t=36547
guo yi hui 	過一會	c=1 d=2.86798e-13 t=36547
guo yu 	過於	c=2 d=6.30297e-12 t=36547
guo zhan 	國戰	c=1 d=1.70681e-25 t=36547
ha ha 	哈哈	c=4 d=0.00145173 t=36547
ha ha ha 	哈哈哈	c=1 d=7.85265e-10 t=36547
ha shi 	哈市	c=0 d=4.09164e-18 t=36547
hai 	還	c=122 d=2.51863 t=36547
hai bu cuo 	還不錯	c=3 d=0.215456 t=36547
hai bu ru 	還不如	c=2 d=0.00355287 t=36547
hai bu shi 	還不是	c=1 d=0.0875977 t=36547
hai bu zhi chi 	還不支持	c=1 d=6.92382e-29 t=36547
hai cha 	還差	c=1 d=3.81113e-05 t=36547
hai gan 	還敢	c=1 d=2.0729e-17 t=36547
hai hao 	還好	c=12 d=0.116617 t=36547
hai hui 	還會	c=2 d=0.286505 t=36547
hai ke yi 	還可以	c=5 d=0.501576 t=36547
hai ke yi de 	還可以的	c=2 d=6.52415e-06 t=36547
hai mei 	還沒	c=22 d=0.922861 t=36547
hai mei dao 	還沒到	c=1 d=0.00404611 t=36547
hai mei mai 	還沒買	c=1 d=0.436049 t=36547
hai mei wen 	還沒問	c=1 d=8.89822e-10 t=36547
hai mei you 	還沒有	c=5 d=1.1063e-12 t=36547
hai mei zou 	還沒走	c=1 d=6.74254e-11 t=36547
hai neng 	還能	c=9 d=0.00878245 t=36547
hai pa 	害怕	c=1 d=3.56328e-08 t=36547
hai shi 	還是	c=132 d=2.71693 t=36547
hai shuo 	還說	c=1 d=6.07667e-23 t=36547
hai xiang 	還想	c=1 d=9.70776e-05 t=36547
hai xing 	還行	c=21 d=0.154241 t=36547
hai xu yao 	還需要	c=4 d=0.000202454 t=36547
hai yao 	還要	c=18 d=0.13593 t=36547
hai yi wei 	還以爲	c=2 d=0.193013 t=36547
hai you 	還有	c=63 d=0.484635 t=36547
hai you bu 	還有不	c=1 d=3.14458e-08 t=36547
hai you dian 	還有點	c=2 d=2.8025e-06 t=36547
hai you dian man 	還有點慢	c=1 d=9.74449e-20 t=36547
hai you ge 	還有個	c=3 d=0.0182245 t=36547
hai you ji hui 	還有機會	c=1 d=2.69958e-07 t=36547
hai you ming ling hang 	還有命令行	c=1 d=3.12401e-19 t=36547
hai you ren 	還有人	c=2 d=0.0417941 t=36547
hai zai 	還在	c=19 d=0.0350047 t=36547
hai zhao 	還找	c=0 d=4.55407e-13 t=36547
hai zhao de dao 	還找得到	c=1 d=4.5769e-12 t=36547
hai zhen shi 	還真是	c=2 d=9.91399e-17 t=36547
hai zhi dao 	還知道	c=1 d=7.3041e-11 t=36547
hai zhun bei 	還準備	c=2 d=3.72919e-14 t=36547
hai zi 	孩子	c=2 d=3.0291e-10 t=36547
han hua 	漢化	c=1 d=3.69849e-05 t=36547
han liang 	含量	c=3 d=0.0605068 t=36547
han shi 	汗溼	c=1 d=0.0867261 t=36547
han shu 	函數	c=7 d=0.00054663 t=36547
han yan 	汗顏	c=1 d=3.26391e-05 t=36547
han yi 	含義	c=6 d=1.45286e-05 t=36547
hang 	行	c=5 d=0.00188279 t=36547
hang shou 	行首	c=1 d=1.01826e-07 t=36547
hang ye 	行業	c=1 d=1.35381e-05 t=36547
hao 	好	c=60 d=1.10734 t=36547
hao 	浩	c=14 d=0.700215 t=36547
hao 	耗	c=1 d=2.07149e-09 t=36547
hao 	號	c=10 d=2.74301 t=36547
hao 	郝	c=1 d=2.20452e-06 t=36547
hao ba 	好吧	c=111 d=1.24906 t=36547
hao ban 	好辦	c=1 d=1.13724e-13 t=36547
hao can 	好慘	c=1 d=2.45701e-17 t=36547
hao chang 	好長	c=1 d=0.0742736 t=36547
hao cheng 	號稱	c=1 d=1.65868e-12 t=36547
hao chi 	好吃	c=2 d=3.19156e-06 t=36547
hao chi de 	好吃的	c=1 d=7.77981e-18 t=36547
hao chu 	好處	c=1 d=7.63639e-05 t=36547
hao da 	好大	c=2 d=1.02636e-12 t=36547
hao de 	好的	c=236 d=2.36625 t=36547
hao di 	好低	c=1 d=3.79212e-05 t=36547
hao dian 	好點	c=8 d=4.50645e-06 t=36547
hao dian 	耗電	c=1 d=0.00109172 t=36547
hao duo 	好多	c=14 d=0.0116203 t=36547
hao duo xi 	好多系	c=1 d=0.0270518 t=36547
hao fan 	好煩	c=1 d=0.000528747 t=36547
hao fang bian 	好方便	c=1 d=4.8091e-06 t=36547
hao gai 	好改	c=1 d=9.86118e-13 t=36547
hao gao xing 	好高興	c=1 d=4.76449e-14 t=36547
hao ge 	浩哥	c=26 d=0.739726 t=36547
hao hao 	好好	c=3 d=7.71445e-07 t=36547
hao ji ci 	好幾次	c=1 d=6.19626e-17 t=36547
hao ji nian 	好幾年	c=1 d=5.30206e-07 t=36547
hao jia huo 	好傢伙	c=10 d=0.351722 t=36547
hao jiu 	好久	c=8 d=0.0128348 t=36547
hao kan 	好看	c=2 d=1.41661e-09 t=36547
hao le 	好了	c=17 d=0.711834 t=36547
hao le mei 	好了沒	c=1 d=4.81074e-10 t=36547
hao lei 	好累	c=3 d=0.000930303 t=36547
hao li hai 	好厲害	c=2 d=0.00670434 t=36547
hao ma fan 	好麻煩	c=1 d=1.41637e-07 t=36547
hao miao 	毫秒	c=1 d=0.108609 t=36547
hao niu bi 	好牛逼	c=1 d=3.3656e-13 t=36547
hao qi 	好氣	c=1 d=0.00456197 t=36547
hao qiao 	好巧	c=1 d=6.5987e-22 t=36547
hao re 	好熱	c=1 d=7.9906e-09 t=36547
hao ren 	好人	c=1 d=1.31153e-14 t=36547
hao ruo 	好弱	c=1 d=1.53935e-16 t=36547
hao shi 	好事	c=2 d=1.06923e-15 t=36547
hao shi 	耗時	c=6 d=2.0061e-14 t=36547
hao shu 	好熟	c=1 d=0.110803 t=36547
hao shuai 	好帥	c=1 d=1.6102e-16 t=36547
hao si 	好似	c=2 d=6.007e-05 t=36547
hao wan 	好玩	c=1 d=5.1347e-12 t=36547
hao wu 	毫無	c=1 d=0.000112788 t=36547
hao wu bo dong 	毫無波動	c=1 d=6.36957e-18 t=36547
hao xi guan 	好習慣	c=1 d=7.94102e-24 t=36547
hao xian 	號線	c=1 d=0.474734 t=36547
hao xiang 	好像	c=102 d=0.638067 t=36547
hao xie 	好寫	c=1 d=0.000372602 t=36547
hao yi xie 	好一些	c=1 d=0.00404611 t=36547
hao yong 	好用	c=8 d=0.029044 t=36547
hao yong bu 	好用不	c=1 d=0.12938 t=36547
hao you 	好友	c=1 d=1.43504e-14 t=36547
hao zai 	好在	c=1 d=1.90463e-21 t=36547
hao zhu yi 	好主意	c=1 d=7.53167e-19 t=36547
he 	合	c=30 d=0.125337 t=36547
he 	和	c=177 d=1.12296 t=36547
he 	喝	c=4 d=1.23494e-12 t=36547
he bing 	合併	c=17 d=0.331211 t=36547
he dao 	合到	c=4 d=0.00740944 t=36547
he dian 	喝點	c=1 d=0.00366107 t=36547
he dui 	覈對	c=1 d=0.00379148 t=36547
he dui xia 	覈對下	c=1 d=1.8287e-13 t=36547
he duo le 	喝多了	c=1 d=1.00621e-14 t=36547
he ji 	合計	c=3 d=1.58589e-10 t=36547
he le 	喝了	c=0 d=8.07091e-10 t=36547
he le dian 	喝了點	c=1 d=8.11136e-09 t=36547
he li 	合理	c=4 d=0.0572688 t=36547
he shi 	合適	c=1 d=2.46379e-20 t=36547
he shui 	喝水	c=2 d=9.28849e-15 t=36547
he suan 	覈算	c=6 d=1.99956e-05 t=36547
he ta 	和他	c=5 d=2.67208e-09 t=36547
he tong 	合同	c=2 d=1.24841e-13 t=36547
he wo 	和我	c=7 d=0.136695 t=36547
he wo zhe 	和我這	c=1 d=0.00304273 t=36547
he xin 	核心	c=8 d=4.18143e-05 t=36547
he yi 	何以	c=1 d=0.000145549 t=36547
he zai 	合在	c=3 d=1.59034e-17 t=36547
he zai yi qi 	合在一起	c=1 d=0.000505481 t=36547
he zhi 	何止	c=1 d=5.75754e-06 t=36547
he zi 	盒子	c=3 d=1.55752e-07 t=36547
hei 	黑	c=4 d=0.0043831 t=36547
hei 	黒	c=0 d=4.52735e-32 t=36547
hei ku 	黑庫	c=2 d=2.08123e-27 t=36547
hei ma 	黑馬	c=1 d=8.98459e-06 t=36547
hei ping guo 	黒蘋果	c=1 d=4.55005e-31 t=36547
hen 	很	c=14 d=0.0056785 t=36547
hen 	恨	c=1 d=4.72608e-07 t=36547
hen bu cuo 	很不錯	c=1 d=1.2111e-18 t=36547
hen chang 	很長	c=2 d=6.85982e-08 t=36547
hen da 	很大	c=4 d=0.901558 t=36547
hen da yuan yin 	很大原因	c=1 d=8.44096e-07 t=36547
hen duo 	很多	c=25 d=0.444858 t=36547
hen duo dai ma 	很多代碼	c=1 d=1.40567e-06 t=36547
hen duo shi hou 	很多時候	c=1 d=1.11761e-14 t=36547
hen duo tiao 	很多跳	c=1 d=6.74368e-13 t=36547
hen fang bian 	很方便	c=3 d=0.0123389 t=36547
hen gui 	很貴	c=2 d=0.0642483 t=36547
hen hao 	很好	c=0 d=9.02809e-05 t=36547
hen hao pei 	很好配	c=1 d=8.94282e-10 t=36547
hen hao yong 	很好用	c=2 d=1.73025e-09 t=36547
hen jian dan 	很簡單	c=1 d=1.23154e-09 t=36547
hen jiu 	很久	c=4 d=6.33133e-06 t=36547
hen kuai 	很快	c=3 d=0.0136366 t=36547
hen kuai de 	很快的	c=1 d=3.39353e-22 t=36547
hen liu chang 	很流暢	c=1 d=3.38892e-06 t=36547
hen man 	很慢	c=1 d=3.94071e-16 t=36547
hen nan 	很難	c=2 d=1.22676e-16 t=36547
hen qi guai 	很奇怪	c=1 d=5.47954e-12 t=36547
