# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	36547
#@/user_id	a2539fd9-2f40-4b0c-9b41-1f929aaf0d62
mei xiang dao 	沒想到	c=4 d=0.400517 t=36547
mei xiang hao 	沒想好	c=1 d=3.73821e-13 t=36547
mei xuan 	沒選	c=1 d=0.909373 t=36547
mei xuan hao 	沒選好	c=1 d=0.516851 t=36547
mei yi 	每一	c=4 d=0.00454202 t=36547
mei yi ci 	每一次	c=1 d=6.54438e-13 t=36547
mei yi dian 	沒一點	c=1 d=3.40232e-23 t=36547
mei yi ge 	每一個	c=1 d=4.38608e-11 t=36547
mei yi lie 	每一列	c=1 d=2.3717e-13 t=36547
mei yi zhen 	每一幀	c=3 d=2.3348e-05 t=36547
mei yin xiang 	沒印象	c=1 d=0.00752142 t=36547
mei ying xiang 	沒影響	c=1 d=3.60031e-12 t=36547
mei yong 	沒用	c=10 d=0.404542 t=36547
mei yong guo 	沒用過	c=3 d=0.00460782 t=36547
mei you 	沒有	c=158 d=2.2 t=36547
mei yu dao 	沒遇到	c=2 d=4.87001e-07 t=36547
mei yuan 	美元	c=2 d=0.00236968 t=36547
mei yue 	每月	c=4 d=1.55054e-13 t=36547
mei zai 	沒在	c=1 d=6.89772e-14 t=36547
mei zai yi 	沒在意	c=1 d=3.23528e-19 t=36547
mei zen me 	沒怎麼	c=5 d=1.23473e-10 t=36547
mei zhan shi 	沒展示	c=1 d=0.000265207 t=36547
mei zhao dao 	沒找到	c=7 d=0.00119453 t=36547
mei zhe ge 	沒這個	c=2 d=5.77146e-05 t=36547
mei zhe me 	沒這麼	c=1 d=3.98032e-16 t=36547
mei zhe zhong 	沒這種	c=1 d=1.61437e-17 t=36547
mei zhong 	每種	c=1 d=8.72499e-14 t=36547
mei zhou 	每週	c=1 d=4.01622e-05 t=36547
mei zhou mo 	每週末	c=1 d=0.000403635 t=36547
mei zhu yi 	沒主意	c=1 d=1.45772e-22 t=36547
mei zi 	妹子	c=1 d=3.15165e-05 t=36547
mei zuo 	沒做	c=1 d=1.83975e-25 t=36547
men 	們	c=2 d=2.33639e-13 t=36547
meng 	猛	c=2 d=4.01895e-12 t=36547
meng dao 	夢到	c=2 d=4.60062e-14 t=36547
meng de 	猛地	c=1 d=4.51735e-05 t=36547
meng li 	夢裏	c=1 d=4.78838e-14 t=36547
mi 	宓	c=3 d=1.19474e-05 t=36547
mi 	米	c=7 d=0.30195 t=36547
mi 	迷	c=1 d=5.46446e-09 t=36547
mi fen 	米粉	c=4 d=0.000202454 t=36547
mi huo 	迷惑	c=2 d=0.00103848 t=36547
mi kuang 	米筐	c=17 d=0.844036 t=36547
mi ma 	密碼	c=6 d=0.798516 t=36547
mi yao 	密鑰	c=1 d=6.30726e-20 t=36547
mian 	免	c=1 d=1.6919e-10 t=36547
mian 	麪	c=1 d=4.08816e-07 t=36547
mian bao 	麪包	c=1 d=1.05597e-23 t=36547
mian de 	免得	c=2 d=9.8307e-06 t=36547
mian de 	麪的	c=1 d=3.83676e-25 t=36547
mian fei 	免費	c=10 d=3.72455e-13 t=36547
mian fei de 	免費的	c=2 d=7.458e-21 t=36547
mian qiang 	勉強	c=2 d=6.49271e-08 t=36547
mian shi 	面試	c=3 d=0.477114 t=36547
miao 	秒	c=3 d=0.0958472 t=36547
miao mang 	渺茫	c=1 d=2.12025e-18 t=36547
miao shu 	描述	c=3 d=9.57883e-06 t=36547
min gan 	敏感	c=9 d=0.0101576 t=36547
min gan ci 	敏感次	c=3 d=0.00233759 t=36547
min gan ci 	敏感詞	c=40 d=0.407805 t=36547
min gan tu 	敏感圖	c=10 d=0.00095208 t=36547
min zhong 	民衆	c=1 d=5.31941e-16 t=36547
ming 	名	c=13 d=1.03383 t=36547
ming 	明	c=1 d=8.19707e-15 t=36547
ming bai 	明白	c=2 d=1.26883e-07 t=36547
ming cheng 	名稱	c=26 d=0.709294 t=36547
ming ci 	名詞	c=1 d=1.75425e-24 t=36547
ming dan 	名單	c=1 d=0.0878095 t=36547
ming e 	名額	c=1 d=1.88799e-06 t=36547
ming gan 	銘感	c=0 d=1.42691e-07 t=36547
ming gan ci 	銘感次	c=1 d=1.43406e-06 t=36547
ming liao 	明瞭	c=2 d=8.73863e-15 t=36547
ming ling 	命令	c=15 d=0.00148947 t=36547
ming ling hang 	命令行	c=5 d=0.00276698 t=36547
ming ming 	明明	c=2 d=1.31743e-08 t=36547
ming tian 	明天	c=9 d=0.0322254 t=36547
ming wen 	明文	c=1 d=4.71789e-16 t=36547
ming xian 	明顯	c=1 d=5.83344e-13 t=36547
ming zhong 	命中	c=28 d=0.126133 t=36547
ming zhong liang 	命中量	c=3 d=5.60991e-05 t=36547
ming zi 	名字	c=12 d=0.647426 t=36547
mo 	摸	c=0 d=3.76347e-05 t=36547
mo 	末	c=3 d=4.01622e-05 t=36547
mo ban 	模板	c=2 d=0.0407622 t=36547
mo guo 	摸過	c=0 d=1.23473e-11 t=36547
mo guo yu 	摸過魚	c=1 d=1.24092e-10 t=36547
mo hu 	模糊	c=3 d=0.00679077 t=36547
mo kuai 	模塊	c=23 d=1.01136 t=36547
mo le 	摸了	c=1 d=3.76347e-05 t=36547
mo le mo 	摸了摸	c=1 d=0.000378233 t=36547
mo mo 	默默	c=1 d=3.88403e-22 t=36547
mo ni 	模擬	c=1 d=1.28823e-09 t=36547
mo ren 	默認	c=31 d=1.15927 t=36547
mo sheng 	陌生	c=1 d=2.77697e-16 t=36547
mo shi 	模式	c=9 d=0.470011 t=36547
mo wei 	末尾	c=1 d=9.68599e-08 t=36547
mo xing 	模型	c=34 d=0.6737 t=36547
mo yu 	摸魚	c=8 d=5.64484e-05 t=36547
mo zhan 	末站	c=1 d=0.467666 t=36547
mu ban 	模板	c=1 d=4.46617e-18 t=36547
mu ce 	目測	c=2 d=3.28139e-09 t=36547
mu di 	目的	c=1 d=4.54386e-15 t=36547
mu guang 	目光	c=1 d=1.05964e-05 t=36547
mu lu 	目錄	c=3 d=0.000129737 t=36547
mu ma 	木嘛	c=3 d=9.19138e-09 t=36547
mu ma 	木馬	c=5 d=3.69912e-07 t=36547
mu qian 	目前	c=56 d=0.00178169 t=36547
mu yu 	木魚	c=1 d=5.89307e-15 t=36547
na 	哪	c=3 d=0.156453 t=36547
na 	拿	c=12 d=0.000473385 t=36547
na 	那	c=70 d=0.51372 t=36547
na bian 	那邊	c=9 d=0.0138457 t=36547
na bu 	哪部	c=0 d=0.000130051 t=36547
na bu dao 	拿不到	c=1 d=1.52455e-20 t=36547
na bu fen 	哪部分	c=1 d=0.00130703 t=36547
na chu lai 	拿出來	c=1 d=4.60219e-18 t=36547
na ci 	那次	c=2 d=0.000136389 t=36547
na dang ran 	那當然	c=1 d=2.14119e-16 t=36547
na dao 	拿到	c=4 d=0.00195963 t=36547
na dao de 	拿到的	c=1 d=1.94714e-16 t=36547
na fen 	哪份	c=2 d=1.50498e-15 t=36547
na ge 	哪個	c=37 d=0.00856561 t=36547
na ge 	那個	c=29 d=0.331211 t=36547
na ge ren 	那個人	c=3 d=1.28184e-09 t=36547
na hao ba 	那好吧	c=1 d=9.84242e-20 t=36547
na ji ge 	那幾個	c=1 d=3.67492e-18 t=36547
na jia 	哪家	c=2 d=0.00109172 t=36547
na jiu 	那就	c=11 d=0.457909 t=36547
na jiu hao 	那就好	c=1 d=1.38809e-05 t=36547
na jiu shi 	那就是	c=1 d=4.08386e-24 t=36547
na lai 	拿來	c=4 d=0.522046 t=36547
na le 	拿了	c=1 d=1.3357e-23 t=36547
na li 	哪裏	c=12 d=0.0114835 t=36547
na li 	那裏	c=3 d=7.12134e-07 t=36547
na me 	那麼	c=12 d=0.000293099 t=36547
na me da 	那麼大	c=1 d=8.89519e-06 t=36547
na ru 	納入	c=1 d=1.46099e-19 t=36547
na shi 	那是	c=1 d=1.68575e-26 t=36547
na shi hou 	那時候	c=3 d=0.590238 t=36547
na tian 	那天	c=1 d=0.00958472 t=36547
na wan 	那晚	c=0 d=3.09724e-07 t=36547
na wo 	拿我	c=1 d=1.34936e-25 t=36547
na wo 	那我	c=22 d=0.285827 t=36547
na wo men 	那我們	c=2 d=7.75576e-11 t=36547
na xiang 	哪項	c=1 d=8.19986e-19 t=36547
na xie 	哪些	c=6 d=0.67034 t=36547
na xie 	那些	c=1 d=1.10686e-18 t=36547
na yi 	哪一	c=0 d=0.0429557 t=36547
na yi 	那一	c=1 d=0.272532 t=36547
na yi bu 	哪一步	c=1 d=0.13068 t=36547
na yi fen 	那一份	c=1 d=1.44297e-20 t=36547
na yi ge 	哪一個	c=1 d=1.80424e-31 t=36547
na yi tiao 	那一條	c=1 d=5.0959e-11 t=36547
na yi zhan 	哪一站	c=1 d=0.431711 t=36547
na zhe 	拿着	c=1 d=3.38017e-05 t=36547
na zhe ge 	那這個	c=1 d=4.47316e-07 t=36547
na zhong 	那種	c=8 d=0.310367 t=36547
nan 	南	c=0 d=0.0436049 t=36547
nan 	難	c=3 d=0.0911727 t=36547
nan dao 	難道	c=1 d=5.40825e-05 t=36547
nan de 	男的	c=7 d=0.045502 t=36547
nan de 	難得	c=3 d=0.169499 t=36547
nan du 	難度	c=1 d=2.39921e-31 t=36547
nan gao 	難搞	c=1 d=1.61382e-13 t=36547
nan jue 	男爵	c=1 d=1.00899e-17 t=36547
nan yong 	難用	c=1 d=1.62108e-07 t=36547
nao 	腦	c=0 d=0.00443785 t=36547
nao zhong 	鬧鐘	c=3 d=0.000800719 t=36547
nao zi 	腦子	c=2 d=0.00364281 t=36547
ne 	呢	c=88 d=2.19598 t=36547
nei 	內	c=5 d=7.31318e-05 t=36547
nei bu 	內部	c=1 d=1.26926e-11 t=36547
nei ce 	內測	c=3 d=2.80043e-18 t=36547
nei cun 	內存	c=30 d=2.18706 t=36547
nei cun tiao 	內存條	c=5 d=0.381152 t=36547
nei hang 	內行	c=0 d=1.37568e-18 t=36547
nei he 	內核	c=3 d=0.045502 t=36547
nei ku 	內褲	c=1 d=9.65081e-24 t=36547
nei rong 	內容	c=8 d=0.263324 t=36547
nei tui 	內推	c=1 d=0.70822 t=36547
nei wang 	內網	c=6 d=9.64304e-06 t=36547
neng 	能	c=134 d=1.31032 t=36547
neng bu neng 	能不能	c=4 d=0.0614231 t=36547
neng bu yong 	能不用	c=1 d=1.86209e-20 t=36547
neng da kai 	能打開	c=1 d=0.000485661 t=36547
neng fou 	能否	c=1 d=0.000620491 t=36547
neng fu zhi 	能複製	c=1 d=0.301194 t=36547
neng guan 	能關	c=1 d=5.27472e-05 t=36547
neng li 	能力	c=21 d=0.704236 t=36547
neng li jie 	能理解	c=1 d=1.27893e-12 t=36547
neng shang le 	能上了	c=1 d=2.17466e-22 t=36547
neng sheng ji 	能升級	c=1 d=6.02562e-12 t=36547
neng sou 	能搜	c=1 d=1.79744e-16 t=36547
neng xuan 	能選	c=1 d=0.00292342 t=36547
neng yong 	能用	c=6 d=0.000297529 t=36547
neng yong bu 	能用不	c=1 d=7.66529e-20 t=36547
neng yong de 	能用的	c=1 d=0.000403635 t=36547
neng zhuang 	能裝	c=1 d=1.90003e-22 t=36547
ni 	你	c=121 d=0.809654 t=36547
ni bang wo 	你幫我	c=1 d=2.0061e-14 t=36547
ni de 	你的	c=13 d=0.00346295 t=36547
ni gang gang 	你剛剛	c=1 d=0.00170362 t=36547
ni gei ge 	你給個	c=1 d=3.61836e-12 t=36547
ni gei wo 	你給我	c=1 d=4.85232e-23 t=36547
ni hao 	你好	c=1 d=4.07124e-17 t=36547
ni hao xiang 	你好像	c=1 d=2.0385e-26 t=36547
ni he 	你和	c=1 d=7.69036e-29 t=36547
ni jiu dang 	你就當	c=1 d=6.24132e-14 t=36547
ni kan 	你看	c=3 d=2.24401e-09 t=36547
ni kan dao de 	你看到的	c=1 d=0.00302755 t=36547
ni kan xia 	你看下	c=1 d=0.000137073 t=36547
ni kan zhe li 	你看這裏	c=1 d=8.74609e-13 t=36547
ni lai 	你來	c=2 d=5.50794e-14 t=36547
ni mei you 	你沒有	c=1 d=5.96668e-14 t=36547
ni men 	你們	c=4 d=4.8192e-05 t=36547
ni ming 	匿名	c=2 d=0.00447164 t=36547
ni rang 	你讓	c=1 d=0.000171659 t=36547
ni shi 	你是	c=2 d=0.000724521 t=36547
ni shuo 	你說	c=1 d=0.00231117 t=36547
ni shuo de 	你說的	c=1 d=3.15165e-05 t=36547
ni wen xia 	你問下	c=1 d=1.13489e-18 t=36547
ni xian 	妮限	c=1 d=3.05476e-20 t=36547
ni xian qu 	你先去	c=1 d=0.00052611 t=36547
ni xian zai 	你現在	c=2 d=9.88581e-10 t=36547
ni xiang 	你想	c=1 d=1.57532e-23 t=36547
ni xiang yao de 	你想要的	c=1 d=1.6983e-25 t=36547
ni yong 	你用	c=1 d=5.05911e-14 t=36547
ni zai 	你在	c=1 d=8.77768e-26 t=36547
ni zen me 	你怎麼	c=1 d=3.07164e-26 t=36547
ni zhe 	逆着	c=1 d=1.26793e-28 t=36547
ni zhe bian 	你這邊	c=4 d=0.00856561 t=36547
ni zhe ge 	你這個	c=3 d=1.3138e-05 t=36547
ni zhe li 	你這裏	c=2 d=1.04066e-05 t=36547
ni zhi 	你只	c=1 d=8.96444e-09 t=36547
ni zhi dao 	你知道	c=2 d=0.000769323 t=36547
ni zhi qian 	你之前	c=1 d=5.41101e-11 t=36547
ni zi ji 	你自己	c=2 d=4.18297e-12 t=36547
nian 	年	c=7 d=1.1651 t=36547
nian hou 	年後	c=1 d=1.27233e-10 t=36547
nian ji 	年紀	c=2 d=0.364219 t=36547
nian jia 	年假	c=1 d=0.0273237 t=36547
nian zhong 	年終	c=1 d=0.00082099 t=36547
nin 	您	c=0 d=1.50784e-09 t=36547
nin hao 	您好	c=5 d=1.03883e-05 t=36547
nin zhe bian 	您這邊	c=2 d=1.5154e-08 t=36547
niu 	牛	c=1 d=0.106459 t=36547
niu bi 	牛逼	c=0 d=3.34881e-14 t=36547
niu qu 	扭曲	c=1 d=6.15258e-22 t=36547
nong dao 	弄到	c=1 d=5.63088e-09 t=36547
nong tian 	農田	c=2 d=1.22499e-05 t=36547
nu li 	努力	c=1 d=8.79441e-19 t=36547
nuan 	暖	c=2 d=0.00741425 t=36547
nuo 	挪	c=2 d=2.67226e-06 t=36547
nuo dao 	挪到	c=1 d=0.00489275 t=36547
nuo jin qu 	挪進去	c=1 d=2.68566e-05 t=36547
nuo le ge 	挪了個	c=1 d=3.17727e-12 t=36547
nv de 	女的	c=2 d=0.0914706 t=36547
nv hai 	女孩	c=0 d=9.61935e-16 t=36547
nv hai zai 	女孩在	c=1 d=9.66756e-15 t=36547
nv piao 	女票	c=10 d=0.175586 t=36547
nv sheng 	女生	c=3 d=1.27057e-15 t=36547
nv xia 	女俠	c=2 d=1.14953e-14 t=36547
nv zhuang 	女裝	c=1 d=0.017953 t=36547
nv zi 	女子	c=1 d=8.31387e-05 t=36547
o 	哦	c=17 d=0.0546019 t=36547
o o 	哦哦	c=56 d=0.0423012 t=36547
ou 	偶	c=0 d=1.95657e-15 t=36547
ou 	歐	c=1 d=0.0773047 t=36547
ou er 	偶爾	c=1 d=0.017163 t=36547
ou he 	耦合	c=3 d=8.19009e-05 t=36547
ou ke 	歐克	c=1 d=1.19535e-11 t=36547
ou niao 	鷗鳥	c=1 d=0.704688 t=36547
ou ran 	偶然	c=1 d=6.46473e-16 t=36547
ou shi 	歐式	c=1 d=4.74154e-16 t=36547
pa 	怕	c=5 d=0.00835412 t=36547
pa ni 	怕你	c=1 d=1.39021e-23 t=36547
pa sha 	怕啥	c=1 d=0.123687 t=36547
pa shi 	怕是	c=1 d=0.00379148 t=36547
pai ban 	排版	c=1 d=2.36557e-12 t=36547
pai cha 	排查	c=2 d=0.138761 t=36547
pai chi 	排斥	c=1 d=0.00299743 t=36547
pai chu 	排除	c=2 d=0.0230521 t=36547
pai dui 	排隊	c=2 d=0.0655462 t=36547
pai le 	拍了	c=1 d=9.3624e-20 t=36547
pai lie 	排列	c=2 d=1.08665e-07 t=36547
pai lie zu he 	排列組合	c=1 d=3.51023e-08 t=36547
pai mian 	牌面	c=1 d=0.000167421 t=36547
pai pai 	拍拍	c=0 d=2.09622e-32 t=36547
pai pai zhao 	拍拍照	c=1 d=2.10673e-31 t=36547
pai qi 	排期	c=1 d=1.14532e-08 t=36547
pai xu 	排序	c=2 d=3.80194e-06 t=36547
pai zhao 	拍照	c=3 d=1.83787e-13 t=36547
pai zi 	牌子	c=1 d=1.12283e-10 t=36547
pan 	攀	c=1 d=2.11549e-21 t=36547
pan 	盤	c=2 d=8.41916e-06 t=36547
pan duan 	判斷	c=57 d=0.0455664 t=36547
pan duan de 	判斷的	c=1 d=7.78643e-28 t=36547
pan xing 	判刑	c=2 d=4.6053e-17 t=36547
pang 	胖	c=1 d=5.4747e-31 t=36547
pao 	跑	c=58 d=3.68064 t=36547
pao chu 	跑出	c=2 d=3.64591e-13 t=36547
pao dao 	跑到	c=1 d=1.35078e-08 t=36547
pao de 	跑的	c=4 d=0.190139 t=36547
pao ge 	袍哥	c=1 d=2.40173e-14 t=36547
pao guo 	跑過	c=1 d=2.30004e-05 t=36547
pao jiao ben 	跑腳本	c=1 d=8.93645e-31 t=36547
pao le 	跑了	c=9 d=0.0507928 t=36547
pao lu 	跑路	c=1 d=6.95497e-23 t=36547
pao qi 	拋棄	c=0 d=1.95657e-15 t=36547
pao qi ou 	拋棄偶	c=1 d=1.96637e-14 t=36547
pao shu ju 	跑數據	c=1 d=6.7904e-06 t=36547
pao tong le 	跑通了	c=1 d=4.70331e-09 t=36547
pao wan 	跑完	c=2 d=0.15259 t=36547
pao wan le 	跑完了	c=2 d=7.14058e-08 t=36547
pao xia 	拋下	c=1 d=3.98371e-26 t=36547
pei 	配	c=10 d=5.34586e-05 t=36547
pei de 	配的	c=3 d=0.00209124 t=36547
pei ge 	配個	c=1 d=4.50477e-31 t=36547
pei hao 	配好	c=2 d=1.83281e-10 t=36547
pei he 	配合	c=2 d=1.32061e-07 t=36547
pei le 	配了	c=2 d=2.05087e-09 t=36547
pei se 	配色	c=1 d=9.12348e-10 t=36547
pei xun 	培訓	c=1 d=4.46541e-16 t=36547
pei zhi 	配置	c=50 d=0.167146 t=36547
peng dao 	碰到	c=1 d=1.13392e-08 t=36547
peng you 	朋友	c=1 d=4.4501e-06 t=36547
peng you quan 	朋友圈	c=2 d=4.4724e-05 t=36547
pi 	屁	c=0 d=3.7363e-08 t=36547
pi ci 	批次	c=2 d=0.647166 t=36547
pi dian 	批點	c=1 d=1.62385e-27 t=36547
pi dian pi dian 	屁顛屁顛	c=2 d=0.000228266 t=36547
pi pei 	匹配	c=1 d=2.18824e-07 t=36547
pi pi 	屁屁	c=1 d=1.25727e-17 t=36547
pi pi 	皮皮	c=59 d=0.217463 t=36547
pian 	騙	c=1 d=7.17434e-06 t=36547
pian gao 	偏高	c=1 d=0.000415927 t=36547
pian shang 	偏上	c=1 d=2.2822e-31 t=36547
pian yao 	偏要	c=2 d=0.120032 t=36547
pian yi 	便宜	c=6 d=0.00290884 t=36547
pian zi 	騙子	c=1 d=2.51271e-16 t=36547
piao 	瞟	c=2 d=0.580403 t=36547
piao 	票	c=1 d=0.230132 t=36547
pin 	拼	c=3 d=0.00256704 t=36547
pin dao 	頻道	c=1 d=4.78512e-06 t=36547
pin fan 	頻繁	c=2 d=8.46145e-06 t=36547
pin lv 	頻率	c=3 d=9.08745e-12 t=36547
pin pai 	品牌	c=1 d=2.04593e-10 t=36547
ping 	屏	c=7 d=4.66415e-12 t=36547
ping 	評	c=1 d=8.09455e-14 t=36547
ping ban 	平板	c=1 d=4.59578e-31 t=36547
ping bi 	屏蔽	c=5 d=0.000198445 t=36547
ping ce 	評測	c=1 d=6.19943e-23 t=36547
ping gu 	評估	c=2 d=0.00238156 t=36547
ping guo 	蘋果	c=5 d=3.7363e-07 t=36547
ping jun 	平均	c=3 d=0.168638 t=36547
ping jun zhi 	平均值	c=2 d=0.882497 t=36547
ping lun 	評論	c=42 d=0.940787 t=36547
ping mu 	屏幕	c=14 d=5.15785 t=36547
ping pu 	平鋪	c=2 d=3.66169e-05 t=36547
ping ri 	平日	c=0 d=0.00958472 t=36547
ping ri na tian 	平日那天	c=2 d=0.0963276 t=36547
ping shi 	平時	c=8 d=0.00105946 t=36547
ping tai 	平臺	c=4 d=0.00295279 t=36547
po huai 	破壞	c=1 d=1.22561e-11 t=36547
po jie 	破解	c=4 d=3.55646e-17 t=36547
po jie ban 	破解版	c=2 d=7.87812e-21 t=36547
pu 	譜	c=1 d=0.00647375 t=36547
pu 	鋪	c=1 d=1.57913e-22 t=36547
pu bian 	普遍	c=1 d=5.51844e-07 t=36547
pu man 	鋪滿	c=1 d=4.14346e-18 t=36547
pu tian gai di 	鋪天蓋地	c=1 d=0.00194013 t=36547
pu tong 	普通	c=3 d=2.64154e-16 t=36547
qi 	七	c=2 d=0.174324 t=36547
qi 	啓	c=1 d=0.00222055 t=36547
qi 	器	c=2 d=3.14351e-05 t=36547
qi 	氣	c=1 d=2.87091e-25 t=36547
qi 	起	c=7 d=0.263511 t=36547
qi 	齊	c=1 d=4.77683e-15 t=36547
qi bu 	起步	c=1 d=0.00701293 t=36547
qi bu shi 	豈不是	c=1 d=0.00909528 t=36547
qi che 	騎車	c=1 d=1.33734e-08 t=36547
qi de 	起得	c=1 d=0.00185476 t=36547
qi dong 	啓動	c=20 d=0.106184 t=36547
qi gai 	乞丐	c=1 d=6.20702e-08 t=36547
qi gua 	其掛	c=1 d=1.51123e-05 t=36547
qi guai 	奇怪	c=7 d=1.51881e-05 t=36547
qi guai le 	奇怪了	c=1 d=1.95557e-08 t=36547
qi jian 	期間	c=2 d=4.60861e-05 t=36547
qi keng 	棄坑	c=1 d=6.67204e-05 t=36547
qi lai 	起來	c=8 d=1.84485e-05 t=36547
qi lai le 	起來了	c=2 d=5.68747e-09 t=36547
qi le 	起了	c=3 d=9.32711e-05 t=36547
qi le 	齊了	c=1 d=8.8828e-19 t=36547
qi qi guai guai 	奇奇怪怪	c=2 d=4.0468e-05 t=36547
qi shi 	其實	c=14 d=0.0796606 t=36547
qi shi 	起始	c=0 d=2.53184e-18 t=36547
qi shi shi jian 	起始時間	c=1 d=2.54453e-17 t=36547
qi si 	氣死	c=1 d=0.0114473 t=36547
qi ta 	其他	c=0 d=4.17572e-22 t=36547
qi ta 	其它	c=28 d=0.732777 t=36547
qi ta bu fen 	其他部分	c=1 d=4.19665e-21 t=36547
qi ta de 	其他的	c=7 d=0.0207795 t=36547
qi ta de 	其它的	c=3 d=1.53362e-17 t=36547
qi ta di fang 	其他地方	c=1 d=2.81166e-15 t=36547
qi ye 	企業	c=5 d=1.17131e-11 t=36547
qi yong 	啓用	c=1 d=8.70098e-11 t=36547
qi yu 	其餘	c=1 d=6.07047e-11 t=36547
qi yue 	七月	c=1 d=6.51506e-19 t=36547
qian 	前	c=23 d=0.942461 t=36547
qian 	千	c=1 d=6.99839e-08 t=36547
qian 	錢	c=9 d=1.35751 t=36547
qian ban 	前半	c=0 d=0.0603506 t=36547
qian ban bu fen 	前半部分	c=1 d=0.606531 t=36547
qian bao 	錢包	c=3 d=0.000812821 t=36547
qian dao 	簽到	c=2 d=1.37758e-15 t=36547
qian duan 	前端	c=43 d=0.112479 t=36547
qian duan de 	前端的	c=1 d=1.23045e-28 t=36547
qian duan ma 	前端嗎	c=1 d=2.9835e-07 t=36547
qian hai 	淺海	c=1 d=1.06126e-23 t=36547
qian ji 	前幾	c=0 d=2.35578e-23 t=36547
qian ji tian 	前幾天	c=2 d=1.91157e-05 t=36547
qian ji zhang 	前幾章	c=1 d=2.36759e-22 t=36547
qian liang ge 	錢兩個	c=1 d=1.01632e-14 t=36547
qian mian 	前面	c=4 d=0.000126534 t=36547
qian se 	淺色	c=1 d=0.000113922 t=36547
qian tai 	前臺	c=1 d=0.00677172 t=36547
qian ti 	前提	c=1 d=1.01632e-14 t=36547
qian tian 	前天	c=1 d=4.23378e-07 t=36547
qian wan 	千萬	c=3 d=1.88696e-07 t=36547
qian xu 	謙虛	c=1 d=1.20715e-09 t=36547
qian yi 	遷移	c=8 d=1.36412e-06 t=36547
qian yi ge 	錢一個	c=1 d=3.17673e-10 t=36547
qian yi tian 	前一天	c=1 d=2.01403e-31 t=36547
qiang 	強	c=6 d=0.00484969 t=36547
qiang 	搶	c=1 d=3.82229e-10 t=36547
qiang 	牆	c=2 d=5.67665e-16 t=36547
qiang da 	強大	c=1 d=0.179066 t=36547
qiang gou 	搶購	c=1 d=2.99376e-18 t=36547
qiang le 	搶了	c=1 d=0.000404611 t=36547
qiang le ge 	搶了個	c=1 d=0.00406639 t=36547
qiang xing 	強行	c=1 d=0.0142642 t=36547
qiang yi xie 	強一些	c=1 d=4.38384e-05 t=36547
qiang zhi 	強制	c=3 d=0.060205 t=36547
qiao 	敲	c=2 d=0.0780817 t=36547
qiao dai ma 	敲代碼	c=1 d=8.0457e-31 t=36547
qiao jie 	橋接	c=1 d=8.1042e-28 t=36547
qiao qiao 	悄悄	c=1 d=0.00756838 t=36547
qiao qiao 	翹翹	c=0 d=0.0484325 t=36547
qiao qiao lu guo 	悄悄路過	c=1 d=9.60105e-22 t=36547
qiao qiao zhuan 	悄悄轉	c=1 d=0.00697795 t=36547
qie 	且	c=7 d=0.000415162 t=36547
qie 	切	c=7 d=0.255332 t=36547
qie huan 	切換	c=17 d=0.112961 t=36547
qie huan dao 	切換到	c=1 d=4.91812e-05 t=36547
qie pian 	切片	c=3 d=3.24315e-16 t=36547
qie zhen 	切幀	c=4 d=0.000471553 t=36547
qin kuai 	勤快	c=0 d=1.92711e-13 t=36547
qin qin 	親親	c=23 d=0.126186 t=36547
qing 	清	c=4 d=0.112048 t=36547
qing 	請	c=1 d=2.10387e-15 t=36547
qing 	輕	c=1 d=7.42206e-23 t=36547
qing an 	請安	c=1 d=7.03826e-16 t=36547
qing chu 	清楚	c=1 d=6.39496e-07 t=36547
qing chu 	清除	c=5 d=0.000251686 t=36547
qing du 	輕度	c=1 d=2.27205e-08 t=36547
qing hua 	清華	c=1 d=1.08064e-30 t=36547
qing jia 	請假	c=1 d=0.00871609 t=36547
qing jia le 	請假了	c=1 d=0.0875977 t=36547
qing jiao 	請教	c=5 d=1.29134e-08 t=36547
qing kuang 	情況	c=19 d=1.02404 t=36547
qing li 	清理	c=2 d=8.61001e-05 t=36547
qing qiu 	請求	c=23 d=0.489192 t=36547
qing ren jie 	情人節	c=2 d=7.21153e-08 t=36547
qing shao nian 	青少年	c=3 d=1.49309e-10 t=36547
qing song 	輕鬆	c=1 d=6.33456e-12 t=36547
qing wen 	請問	c=5 d=0.00158052 t=36547
qing wen xia 	請問下	c=1 d=1.49284e-08 t=36547
qing xi 	清晰	c=2 d=4.09944e-10 t=36547
qing yu 	慶餘	c=0 d=7.38505e-24 t=36547
qing yu nian 	慶餘年	c=3 d=6.71957e-09 t=36547
qiong 	窮	c=1 d=0.00130051 t=36547
qiu 	求	c=2 d=0.0916297 t=36547
qiu qiu ni 	求求你	c=1 d=1.59142e-25 t=36547
qu 	去	c=42 d=0.560616 t=36547
qu 	取	c=15 d=0.175526 t=36547
qu be 	去别	c=1 d=1.43626e-24 t=36547
qu bie 	區別	c=11 d=0.00489285 t=36547
qu bie jiu shi 	區別就是	c=1 d=0.000841773 t=36547
qu bu liao 	去不了	c=1 d=2.09587e-29 t=36547
qu can 	取餐	c=1 d=0.00425356 t=36547
qu chong 	去重	c=7 d=0.0753961 t=36547
qu chu 	去除	c=6 d=0.0458853 t=36547
qu dao 	取到	c=1 d=0.0488012 t=36547
qu de 	去的	c=1 d=0.00472447 t=36547
